Thread Count,Element Count,Throughput,Lookup Percentage,Iteration Percentage,Add Percentage,Remove Percentage
1,131072,675,34,33,17,16
1,131072,669,34,33,17,16
1,131072,667,34,33,17,16
1,131072,672,34,33,17,16
1,131072,680,34,33,17,16
1,131072,671,34,33,17,16
1,131072,666,34,33,17,16
1,131072,675,34,33,17,16
1,131072,674,34,33,17,16
1,131072,668,34,33,17,16
