Thread Count,Element Count,Throughput,Lookup Percentage,Iteration Percentage,Add Percentage,Remove Percentage
4,131072,2655,34,33,17,16
4,131072,2627,34,33,17,16
4,131072,2650,34,33,17,16
4,131072,2645,34,33,17,16
4,131072,2641,34,33,17,16
4,131072,2658,34,33,17,16
4,131072,2677,34,33,17,16
4,131072,2668,34,33,17,16
4,131072,2679,34,33,17,16
4,131072,2620,34,33,17,16
