Thread Count,Element Count,Throughput,Lookup Percentage,Iteration Percentage,Add Percentage,Remove Percentage
32,16384,59727,34,33,17,16
32,16384,60094,34,33,17,16
32,16384,56580,34,33,17,16
32,16384,59743,34,33,17,16
32,16384,57417,34,33,17,16
32,16384,59033,34,33,17,16
32,16384,59967,34,33,17,16
32,16384,59939,34,33,17,16
32,16384,60496,34,33,17,16
32,16384,62964,34,33,17,16
