Thread Count,Element Count,Throughput,Lookup Percentage,Iteration Percentage,Add Percentage,Remove Percentage
8,16384,50710,34,33,17,16
8,16384,53266,34,33,17,16
8,16384,53867,34,33,17,16
8,16384,53578,34,33,17,16
8,16384,52009,34,33,17,16
8,16384,49915,34,33,17,16
8,16384,39483,34,33,17,16
8,16384,53009,34,33,17,16
8,16384,53965,34,33,17,16
8,16384,49439,34,33,17,16
