Thread Count,Element Count,Throughput,Lookup Percentage,Iteration Percentage,Add Percentage,Remove Percentage
2,16384,10644,34,33,17,16
2,16384,10549,34,33,17,16
2,16384,10676,34,33,17,16
2,16384,10620,34,33,17,16
2,16384,10572,34,33,17,16
2,16384,10566,34,33,17,16
2,16384,10543,34,33,17,16
2,16384,10631,34,33,17,16
2,16384,10518,34,33,17,16
2,16384,10552,34,33,17,16
