Thread Count,Element Count,Throughput,Lookup Percentage,Iteration Percentage,Add Percentage,Remove Percentage
16,16384,56699,34,33,17,16
16,16384,56442,34,33,17,16
16,16384,57947,34,33,17,16
16,16384,57403,34,33,17,16
16,16384,58002,34,33,17,16
16,16384,56681,34,33,17,16
16,16384,58059,34,33,17,16
16,16384,59010,34,33,17,16
16,16384,60072,34,33,17,16
16,16384,57176,34,33,17,16
