Thread Count,Element Count,Throughput,Lookup Percentage,Iteration Percentage,Add Percentage,Remove Percentage
48,16384,55443,34,33,17,16
48,16384,56708,34,33,17,16
48,16384,56262,34,33,17,16
48,16384,58681,34,33,17,16
48,16384,61719,34,33,17,16
48,16384,60086,34,33,17,16
48,16384,56028,34,33,17,16
48,16384,60034,34,33,17,16
48,16384,58055,34,33,17,16
48,16384,62418,34,33,17,16
