Thread Count,Element Count,Throughput,Lookup Percentage,Iteration Percentage,Add Percentage,Remove Percentage
1,16384,5404,34,33,17,16
1,16384,6091,34,33,17,16
1,16384,5989,34,33,17,16
1,16384,4954,34,33,17,16
1,16384,5560,34,33,17,16
1,16384,5888,34,33,17,16
1,16384,5741,34,33,17,16
1,16384,6072,34,33,17,16
1,16384,5988,34,33,17,16
1,16384,6010,34,33,17,16
